User ID,Birthdate,City,State,Zip,Available Points,Total Points Earned,Points Spent,Joined On,Last Seen,Tags
5796,3/5/1998,,,,200,200,0,9/16/2021 12:14,9/27/2021 21:49,GraduateStudent|WakeHealth22|Student
5797,7/28/1995,,,,400,400,0,9/16/2021 12:21,1/22/2022 15:31,GraduateStudent|WakeHealth22|Student
5798,7/30/1999,,,,460,460,0,9/16/2021 12:21,4/8/2022 12:43,ClassOf2023|WakeHealth22|Student
5799,,,,,300,300,0,9/16/2021 12:25,1/22/2022 19:44,ClassOf2023|WakeHealth22|Student
5800,,,,,400,400,0,9/16/2021 12:35,11/12/2021 10:51,GraduateStudent
5801,,,,,300,300,0,9/16/2021 13:11,1/21/2022 19:04,GraduateStudent|WakeHealth22|Student
5802,,,,,300,300,0,9/16/2021 13:12,9/18/2021 14:09,GraduateStudent
5803,10/7/1997,,,,2000,2000,0,9/16/2021 13:20,6/30/2022 12:34,GraduateStudent
5804,2/11/1995,,,,400,400,0,9/16/2021 13:41,3/31/2022 22:55,GraduateStudent|WakeHealth22|Student
5805,8/23/1996,,,,200,200,0,9/16/2021 13:45,9/16/2021 18:25,ClassOf2023|WakeHealth22|Student
5806,,,,,300,300,0,9/16/2021 13:49,3/15/2022 9:02,GraduateStudent
5807,,,,,330,330,0,9/16/2021 14:57,5/3/2022 6:19,GraduateStudent
5808,,,,,700,700,0,9/16/2021 15:01,2/12/2022 15:19,GraduateStudent
5809,,,,,300,300,0,9/16/2021 15:05,1/23/2022 9:21,GraduateStudent
5810,,,,,2650,2650,0,9/16/2021 15:24,3/22/2022 10:08,GraduateStudent|MBBvsDuke|WakeHealth22|Student
5811,,,,,810,810,0,9/16/2021 15:51,5/9/2022 18:17,ClassOf2022|MBBvsDuke|WakeHealth22|Student
5812,,,,,350,350,0,9/16/2021 16:07,3/22/2022 11:27,GraduateStudent|WakeHealth22|Student
5813,,,,,350,350,0,9/16/2021 16:08,1/18/2022 20:57,ClassOf2023|WakeHealth22|Student
5814,,,,,300,300,0,9/16/2021 16:12,9/18/2021 15:01,GraduateStudent
5815,,,,,300,300,0,9/16/2021 17:27,9/16/2021 17:29,ClassOf2025
5816,7/20/1994,Winston Salem,NC,27127,450,450,0,9/16/2021 17:40,12/9/2021 10:23,GraduateStudent|Student|WakeHealth22
5817,,,,,650,650,0,9/16/2021 18:10,1/23/2022 8:49,ClassOf2023|WakeHealth22|Student
5818,9/30/1986,Winston Salem ,North Carolina,27104,1030,1030,0,9/16/2021 19:05,6/1/2022 7:35,ClassOf2023|WakeHealth22|Student
5819,5/30/1995,,,,400,400,0,9/16/2021 19:06,11/12/2021 22:57,ClassOf2023|WakeHealth22|Student
5820,,,,,650,650,0,9/16/2021 19:07,10/30/2021 17:41,GraduateStudent|WakeHealth22|Student
5821,,,,,4510,4510,0,9/16/2021 19:08,5/11/2022 17:58,GraduateStudent|MBBvsDuke
5822,,,,,300,300,0,9/16/2021 19:42,2/27/2022 21:18,ClassOf2023
5823,,,,,640,1140,500,9/16/2021 19:50,6/30/2022 7:44,GraduateStudent|Student|WakeHealth22
5824,,,,,1000,1000,0,9/16/2021 21:05,3/15/2022 14:39,ClassOf2025|MBBvsDuke|Student|WakeHealth22
5825,,,,,3910,3910,0,9/16/2021 21:52,4/16/2022 18:12,ClassOf2024
5826,,,,,600,600,0,9/16/2021 22:06,3/16/2022 18:26,ClassOf2022
5827,,,,,300,300,0,9/16/2021 22:13,3/11/2022 22:21,GraduateStudent|Student|WakeHealth22
5828,11/22/1991,,,,400,400,0,9/16/2021 22:25,10/18/2021 15:28,ClassOf2023
5829,,,,,1000,1000,0,9/16/2021 22:53,3/26/2022 17:19,ClassOf2025
5830,9/26/1997,,,,820,820,0,9/17/2021 7:57,2/2/2022 14:58,GraduateStudent|WakeHealth22|Student
5831,,,,,300,300,0,9/17/2021 9:59,3/30/2022 16:42,ClassOf2022
5832,,,,,300,300,0,9/17/2021 11:22,1/10/2022 10:34,GraduateStudent
5833,,,,,300,300,0,9/17/2021 11:49,1/24/2022 17:49,GraduateStudent
5834,,,,,350,350,0,9/17/2021 12:22,3/14/2022 9:03,ClassOf2025
5835,,,,,300,300,0,9/17/2021 12:36,1/12/2022 12:30,GraduateStudent
5836,6/8/1999,,,,400,400,0,9/17/2021 13:09,1/22/2022 11:23,GraduateStudent|WakeHealth22|Student
5837,,,,,310,310,0,9/17/2021 13:23,4/13/2022 9:06,GraduateStudent|WakeHealth22|Student
5838,,,,,300,300,0,9/17/2021 13:34,11/13/2021 18:13,GraduateStudent
5839,,,,,300,300,0,9/17/2021 13:49,3/14/2022 10:00,ClassOf2025
5840,,,,,660,660,0,9/17/2021 14:08,10/2/2021 11:50,ClassOf2023
5841,,,,,300,300,0,9/17/2021 14:10,11/29/2021 15:35,ClassOf2024|Student|WakeHealth22
5842,,,,,300,300,0,9/17/2021 14:14,2/22/2022 11:12,GraduateStudent|WakeHealth22|Student
5843,,,,,400,400,0,9/17/2021 14:20,11/30/2021 16:03,GraduateStudent|Student|WakeHealth22
5844,,,,,310,310,0,9/17/2021 14:21,5/11/2022 13:02,ClassOf2023|21DZ
5845,3/3/1997,,,,760,760,0,9/17/2021 14:35,3/18/2022 16:14,GraduateStudent|Student|WakeHealth22
5846,4/2/1999,,,,1130,10630,9500,9/17/2021 15:11,6/16/2022 13:19,ClassOf2022
5847,10/15/1993,,,,8840,8840,0,9/17/2021 15:22,5/26/2022 21:15,GraduateStudent
5848,,,,,310,310,0,9/17/2021 15:28,4/30/2022 10:20,GraduateStudent
5849,,,,,300,300,0,9/17/2021 15:38,2/3/2022 20:31,ClassOf2023|WakeHealth22|Student
5850,,,,,300,300,0,9/17/2021 15:57,12/4/2021 14:05,ClassOf2025|WakeHealth22|Student
5851,6/2/1997,,,,450,450,0,9/17/2021 16:19,1/19/2022 18:26,GraduateStudent|WakeHealth22|Student
5852,,,,,300,300,0,9/17/2021 16:22,11/12/2021 13:08,GraduateStudent|WakeHealth22|Student
5853,,,,,1160,1160,0,9/17/2021 16:24,4/18/2022 18:18,ClassOf2025|MBBvsDuke
5854,,,,,550,550,0,9/17/2021 16:38,1/27/2022 18:49,GraduateStudent
5855,,,,,350,350,0,9/17/2021 17:03,1/20/2022 13:49,GraduateStudent|WakeHealth22|Student
5856,,,,,500,500,0,9/17/2021 17:17,11/28/2021 0:45,GraduateStudent
5857,,,,,4000,4000,0,9/17/2021 17:19,4/23/2022 10:17,ClassOf2022|MBBvsDuke
5858,,,,,300,300,0,9/17/2021 17:24,9/18/2021 13:27,ClassOf2023
5859,,,,,300,300,0,9/17/2021 17:28,12/16/2021 14:42,ClassOf2023
5860,,,,,300,300,0,9/17/2021 17:31,9/18/2021 15:18,ClassOf2023
5861,,,,,300,300,0,9/17/2021 17:31,3/2/2022 21:03,ClassOf2024|Student|WakeHealth22
5862,,,,,300,300,0,9/17/2021 17:44,1/12/2022 17:23,GraduateStudent
5863,,,,,650,650,0,9/17/2021 17:56,3/1/2022 12:00,ClassOf2025
5864,,,,,300,300,0,9/17/2021 17:56,2/26/2022 18:57,ClassOf2025
5865,4/1/2003,,,,400,400,0,9/17/2021 18:12,10/30/2021 18:04,ClassOf2025
5866,,,,,550,550,0,9/17/2021 18:25,2/26/2022 18:47,ClassOf2025
5867,,,,,600,600,0,9/17/2021 18:32,10/15/2021 17:19,ClassOf2025
5868,,,,,300,300,0,9/17/2021 18:40,9/17/2021 18:41,GraduateStudent|Student|WakeHealth22
5869,,,,,15125,15125,0,9/17/2021 19:12,6/21/2022 14:09,ClassOf2023
5870,,,,,660,1160,500,9/17/2021 19:13,4/7/2022 18:15,ClassOf2025|Student
5871,,,,,2600,2600,0,9/17/2021 19:23,1/22/2022 12:51,ClassOf2024
5872,,,,,300,300,0,9/17/2021 19:27,9/18/2021 16:27,ClassOf2023|Student|WakeHealth22
5873,,,,,2810,2810,0,9/17/2021 19:35,6/13/2022 18:27,GraduateStudent|WakeHealth22|Student
5874,,,,,350,350,0,9/17/2021 19:52,11/3/2021 17:57,ClassOf2022
5875,,,,,350,350,0,9/17/2021 19:59,11/27/2021 22:00,ClassOf2023
5876,,,,,300,300,0,9/17/2021 19:59,11/27/2021 21:28,ClassOf2022
5877,,,,,470,470,0,9/17/2021 20:20,5/9/2022 19:47,ClassOf2024
5878,10/2/1996,,,,850,850,0,9/17/2021 20:23,1/13/2022 18:42,GraduateStudent
5879,,,,,350,350,0,9/17/2021 20:33,3/1/2022 20:01,ClassOf2023
5880,,,,,1430,1430,0,9/17/2021 20:34,5/12/2022 10:43,ClassOf2022
5881,,,,,370,370,0,9/17/2021 20:49,5/20/2022 19:17,GraduateStudent|Student
5882,,,,,600,600,0,9/17/2021 21:18,3/15/2022 16:51,ClassOf2025|Student|WakeHealth22
5883,,,,,350,350,0,9/17/2021 22:19,11/11/2021 14:30,ClassOf2022|WakeHealth22|Student
5884,,,,,350,350,0,9/18/2021 2:00,1/10/2022 19:32,ClassOf2023
5885,,,,,750,750,0,9/18/2021 8:00,2/26/2022 19:02,GraduateStudent|MBBvsDuke
5886,,,,,700,700,0,9/18/2021 8:24,11/27/2021 19:18,GraduateStudent|WakeHealth22|Student
5887,,,,,310,310,0,9/18/2021 9:22,4/8/2022 18:59,GraduateStudent
5888,,,,,300,300,0,9/18/2021 10:31,9/18/2021 16:20,ClassOf2024
5889,8/6/1999,,,,400,400,0,9/18/2021 10:31,3/19/2022 8:09,GraduateStudent
5890,,,,,400,400,0,9/18/2021 10:32,11/13/2021 19:10,GraduateStudent|WakeHealth22|Student
5891,,,,,100,600,500,9/18/2021 10:59,2/7/2022 10:48,GraduateStudent|WakeHealth22|Student
5892,,,,,1750,1750,0,9/18/2021 11:14,4/23/2022 10:36,ClassOf2023
5893,,,,,1100,1100,0,9/18/2021 11:14,3/2/2022 12:13,ClassOf2025
5894,,,,,300,300,0,9/18/2021 11:40,2/19/2022 12:26,ClassOf2024
5895,,,,,350,350,0,9/18/2021 11:48,11/21/2021 9:20,ClassOf2023
5896,,,,,350,350,0,9/18/2021 11:53,11/28/2021 0:15,ClassOf2023|Student|WakeHealth22
5897,,,,,350,350,0,9/18/2021 11:53,9/21/2021 10:22,ClassOf2022
5898,,,,,450,450,0,9/18/2021 11:56,3/7/2022 10:32,GraduateStudent|Student|WakeHealth22
5899,10/12/1998,,,,1220,1220,0,9/18/2021 12:00,5/3/2022 19:39,GraduateStudent|MBBvsDuke
5900,,,,,350,350,0,9/18/2021 12:02,1/20/2022 13:50,GraduateStudent|WakeHealth22|Student
5901,,,,,1010,1010,0,9/18/2021 12:03,4/8/2022 19:56,GraduateStudent|MBBvsDuke
5902,,,,,460,460,0,9/18/2021 12:07,6/12/2022 22:27,ClassOf2025
5903,,,,,400,400,0,9/18/2021 12:17,11/29/2021 14:21,GraduateStudent|WakeHealth22|Student
5904,,,,,450,450,0,9/18/2021 12:21,2/26/2022 18:09,ClassOf2023
5905,10/24/1999,,,,670,670,0,9/18/2021 12:22,12/21/2021 11:52,ClassOf2022
5906,10/8/1997,,,,460,460,0,9/18/2021 12:31,5/11/2022 13:01,ClassOf2025|Student|WakeHealth22
5907,2/5/2002,,,,1360,1360,0,9/18/2021 12:33,5/10/2022 18:04,ClassOf2024
5908,,,,,770,770,0,9/18/2021 12:33,4/16/2022 16:46,ClassOf2022
5909,,,,,350,350,0,9/18/2021 12:52,1/12/2022 16:58,ClassOf2023
5910,10/4/1998,,,,410,410,0,9/18/2021 12:52,6/5/2022 7:58,GraduateStudent|Student|WakeHealth22
5911,,,,,300,300,0,9/18/2021 12:53,11/13/2021 17:04,ClassOf2023|Student|WakeHealth22
5912,,,,,900,900,0,9/18/2021 12:58,2/9/2022 9:34,ClassOf2022|MBBvsDuke
5913,,,,,400,400,0,9/18/2021 13:06,11/13/2021 19:37,ClassOf2024
5914,,,,,300,300,0,9/18/2021 13:10,10/30/2021 15:00,ClassOf2023
5915,,,,,650,650,0,9/18/2021 13:10,3/2/2022 20:18,ClassOf2022|WakeHealth22|Student
5916,,,,,100,600,500,9/18/2021 13:12,6/27/2022 13:21,ClassOf2025
5917,,,,,400,400,0,9/18/2021 13:12,11/13/2021 19:29,ClassOf2023
5918,,,,,350,350,0,9/18/2021 13:13,3/2/2022 20:52,ClassOf2023|21KBG
5919,,,,,1100,1100,0,9/18/2021 13:17,2/12/2022 14:45,ClassOf2022
5920,,,,,300,300,0,9/18/2021 13:19,10/30/2021 14:18,ClassOf2022
5921,,,,,1980,1980,0,9/18/2021 13:24,6/12/2022 16:33,ClassOf2025|MBBvsDuke
5922,,,,,360,360,0,9/18/2021 13:27,4/8/2022 22:26,GraduateStudent|WakeHealth22|Student
5923,,,,,900,900,0,9/18/2021 13:28,3/25/2022 18:41,ClassOf2024
5924,,,,,870,870,0,9/18/2021 13:30,4/18/2022 11:30,ClassOf2022|21DZ
5925,,,,,450,950,500,9/18/2021 13:35,3/19/2022 0:22,ClassOf2025|MBBvsDuke
5926,,,,,1000,1000,0,9/18/2021 13:37,3/20/2022 13:08,ClassOf2022|MBBvsDuke
5927,11/17/2000,,,,560,560,0,9/18/2021 13:44,3/14/2022 7:43,ClassOf2023
5928,,,,,900,900,0,9/18/2021 13:53,3/2/2022 20:47,ClassOf2022
5929,,,,,300,300,0,9/18/2021 13:55,10/30/2021 15:01,ClassOf2023
5930,,,,,300,300,0,9/18/2021 13:58,9/18/2021 13:58,ClassOf2023
5931,,,,,300,300,0,9/18/2021 14:05,3/24/2022 18:10,ClassOf2024
5932,4/18/2000,,,,2370,2370,0,9/18/2021 14:06,4/16/2022 19:18,ClassOf2022|MBBvsDuke
5933,,,,,450,450,0,9/18/2021 14:07,1/10/2022 9:15,GraduateStudent|Student|WakeHealth22
5934,,,,,2730,3230,500,9/18/2021 14:10,3/15/2022 18:37,ClassOf2023|MBBvsDuke
5935,,,,,300,300,0,9/18/2021 14:11,2/2/2022 18:44,ClassOf2024|21DZ
5936,,,,,2920,2920,0,9/18/2021 14:18,5/27/2022 2:02,ClassOf2022
5937,,,,,1810,1810,0,9/18/2021 14:19,5/3/2022 23:01,ClassOf2022|21DZ
5938,,,,,360,360,0,9/18/2021 14:26,4/8/2022 18:41,ClassOf2025
5939,,,,,400,400,0,9/18/2021 14:28,2/11/2022 23:30,ClassOf2024
5940,,,,,300,300,0,9/18/2021 14:35,3/13/2022 22:20,ClassOf2023
5941,,,,,1060,1060,0,9/18/2021 14:38,4/18/2022 18:01,ClassOf2022
5942,,,,,1050,1050,0,9/18/2021 14:40,3/22/2022 22:28,ClassOf2023|MBBvsDuke
5943,10/18/2021,,,,1630,2130,500,9/18/2021 14:43,1/22/2022 18:55,ClassOf2025|MBBvsDuke
5944,,,,,300,300,0,9/18/2021 14:44,1/22/2022 18:53,GraduateStudent|Student|WakeHealth22
5945,,,,,430,430,0,9/18/2021 14:46,4/28/2022 16:57,ClassOf2022|WakeHealth22
5946,,,,,450,450,0,9/18/2021 14:59,12/4/2021 18:01,ClassOf2022
5947,,,,,300,300,0,9/18/2021 15:05,9/18/2021 15:15,ClassOf2023
5948,4/23/2000,,,,5310,19810,14500,9/18/2021 15:05,6/5/2022 23:34,ClassOf2022|MBBvsDuke
5949,,,,,1150,1650,500,9/18/2021 15:06,6/30/2022 17:12,ClassOf2023
5950,,,,,300,300,0,9/18/2021 15:16,9/18/2021 15:26,ClassOf2022
5951,,,,,350,350,0,9/18/2021 15:16,1/12/2022 9:13,ClassOf2022
5952,,,,,650,650,0,9/18/2021 15:17,1/12/2022 16:59,ClassOf2023
5953,,,,,350,350,0,9/18/2021 15:33,9/18/2021 15:37,ClassOf2022
5954,,,,,650,650,0,9/18/2021 15:42,12/4/2021 23:11,ClassOf2025
5955,,,,,410,410,0,9/18/2021 15:48,4/12/2022 19:42,ClassOf2025
5956,,,,,350,350,0,9/18/2021 15:51,1/22/2022 18:00,ClassOf2023
5957,,,,,300,300,0,9/18/2021 16:09,11/27/2021 16:38,GraduateStudent
5958,,,,,650,650,0,9/18/2021 16:10,1/11/2022 19:15,GraduateStudent|WakeHealth22|Student
5959,,,,,230,1730,1500,9/18/2021 16:10,4/18/2022 22:01,ClassOf2022|WakeHealth22|Student
5960,,,,,950,950,0,9/18/2021 16:10,3/2/2022 21:40,GraduateStudent|Student|WakeHealth22
5961,,,,,1260,1260,0,9/18/2021 16:11,4/8/2022 11:23,GraduateStudent|WakeHealth22|Student
5962,,,,,60,3560,3500,9/18/2021 16:13,4/27/2022 12:20,GraduateStudent|MBBvsDuke|Student|WakeHealth22
5963,,,,,300,300,0,9/18/2021 16:19,1/12/2022 18:35,ClassOf2023|Student|WakeHealth22
5964,,,,,4630,22630,18000,9/18/2021 17:12,6/6/2022 4:53,ClassOf2022|MBBvsDuke
5965,,,,,350,350,0,9/18/2021 17:52,3/30/2022 11:00,ClassOf2025|WakeHealth22|Student
5966,,,,,300,300,0,9/18/2021 20:21,9/18/2021 20:23,GraduateStudent|WakeHealth22|Student
5967,,,,,300,300,0,9/20/2021 12:33,2/17/2022 14:56,ClassOf2025
5968,,,,,1160,1160,0,9/20/2021 14:33,5/3/2022 17:52,GraduateStudent
5969,,,,,300,300,0,9/20/2021 20:26,9/27/2021 20:36,GraduateStudent
5970,,,,,300,300,0,9/20/2021 21:06,1/18/2022 13:52,ClassOf2023|WakeHealth22|Student
5971,3/15/2003,,,,5490,5990,500,9/20/2021 22:46,5/16/2022 11:28,ClassOf2025|MBBvsDuke
5972,8/2/1996,,,,510,510,0,9/21/2021 0:03,4/8/2022 10:32,ClassOf2023|WakeHealth22|Student
5973,10/19/2002,,,,850,850,0,9/21/2021 15:20,3/1/2022 11:51,ClassOf2025
5974,5/15/1986,Winston Salem,North Carolina,27101,900,900,0,9/21/2021 16:59,2/1/2022 13:11,ClassOf2023
5975,,,,,300,300,0,9/21/2021 17:54,10/13/2021 14:18,GraduateStudent
5976,1/5/1990,,,,1910,1910,0,9/21/2021 20:24,6/30/2022 7:30,ClassOf2023
5977,3/5/1985,,,,400,400,0,9/21/2021 20:38,11/8/2021 9:30,ClassOf2023|WakeHealth22|Student
5978,,,,,350,350,0,9/21/2021 21:28,11/17/2021 9:50,ClassOf2023
5979,12/9/1969,Winston-Salem,NC,27101,910,910,0,9/22/2021 10:28,5/6/2022 12:08,GraduateStudent
5980,,,,,300,300,0,9/22/2021 14:53,3/17/2022 12:00,ClassOf2023|WakeHealth22|Student
5981,6/27/1997,,,,1430,1430,0,9/22/2021 15:02,4/16/2022 16:24,GraduateStudent|WakeHealth22|Student
5982,,,,,600,600,0,9/22/2021 15:29,2/7/2022 20:30,ClassOf2023|WakeHealth22|Student
5983,1/1/1997,,,,450,450,0,9/22/2021 15:59,1/22/2022 19:10,ClassOf2023|WakeHealth22|Student
5984,11/3/1979,,,,900,900,0,9/22/2021 17:30,11/27/2021 21:58,GraduateStudent|WakeHealth22|Student
5985,,,,,650,650,0,9/22/2021 18:14,2/6/2022 10:39,ClassOf2023|WakeHealth22|Student
5986,1/26/1995,,,,400,400,0,9/22/2021 18:45,11/13/2021 23:41,GraduateStudent|WakeHealth22|Student
5987,10/7/1997,,,,420,420,0,9/22/2021 20:37,4/29/2022 17:00,GraduateStudent|WakeHealth22|Student
5988,10/25/1996,,,,410,410,0,9/22/2021 21:03,4/27/2022 12:17,ClassOf2023|Student|WakeHealth22
5989,1/9/1992,,,,400,400,0,9/22/2021 22:45,12/31/2021 2:30,ClassOf2023
5990,,,,,300,300,0,9/23/2021 14:46,11/19/2021 18:00,GraduateStudent
5991,9/21/1994,,,,410,410,0,9/23/2021 16:40,4/9/2022 15:02,GraduateStudent
5992,,,,,300,300,0,9/23/2021 17:50,11/25/2021 14:37,ClassOf2023|WakeHealth22|Student
5993,,,,,300,300,0,9/23/2021 17:57,1/15/2022 17:23,ClassOf2023|WakeHealth22|Student
5994,,,,,300,300,0,9/23/2021 22:10,1/22/2022 13:44,GraduateStudent|WakeHealth22|Student
5995,,,,,670,670,0,9/24/2021 10:28,5/7/2022 12:45,GraduateStudent
5996,,,,,1400,1400,0,9/24/2021 11:11,2/1/2022 12:07,ClassOf2024
5997,12/28/1990,,,,1150,1150,0,9/24/2021 12:31,6/12/2022 15:03,GraduateStudent
5998,,,,,300,300,0,9/24/2021 12:45,1/22/2022 19:23,ClassOf2023|WakeHealth22|Student
5999,2/3/1999,,,,9080,9080,0,9/24/2021 17:50,6/30/2022 14:29,GraduateStudent
6000,,,,,1910,1910,0,9/24/2021 18:07,5/3/2022 14:05,ClassOf2025|MBBvsDuke
6001,,,,,320,320,0,9/24/2021 18:53,4/18/2022 18:02,GraduateStudent
6002,,,,,300,300,0,9/24/2021 19:52,10/31/2021 1:43,GraduateStudent|Student|WakeHealth22
6003,,,,,650,650,0,9/25/2021 12:26,3/13/2022 22:26,ClassOf2023
6004,,,,,1000,1000,0,9/25/2021 15:38,3/8/2022 19:33,GraduateStudent|WakeHealth22|Student
6005,,,,,850,850,0,9/25/2021 18:16,1/25/2022 8:51,ClassOf2025|MBBvsDuke|Student|WakeHealth22
6006,,,,,320,320,0,9/25/2021 20:30,5/9/2022 10:34,ClassOf2025
6007,,,,,860,860,0,9/25/2021 22:03,4/8/2022 9:10,GraduateStudent
6008,10/18/1989,,,,400,400,0,9/26/2021 0:54,3/13/2022 23:37,ClassOf2023
6009,,,,,350,350,0,9/26/2021 11:07,3/21/2022 21:29,GraduateStudent|Student|WakeHealth22
6010,,,,,1050,1050,0,9/26/2021 15:47,3/21/2022 16:39,ClassOf2023
6011,8/27/1997,"Winston-Salem, NC",North Carolina,27106,1280,1280,0,9/26/2021 18:41,5/26/2022 20:50,GraduateStudent
6012,,,,,300,300,0,9/26/2021 22:18,11/13/2021 17:27,ClassOf2023|WakeHealth22|Student
6013,,,,,300,300,0,9/27/2021 7:47,10/20/2021 9:54,GraduateStudent|WakeHealth22|Student
6014,,,,,610,610,0,9/27/2021 9:16,5/8/2022 11:26,ClassOf2025|MBBvsDuke|WakeHealth22|Student
6015,,,,,650,650,0,9/27/2021 14:38,1/18/2022 17:15,GraduateStudent|WakeHealth22|Student
6016,,,,,700,700,0,9/27/2021 14:54,1/22/2022 19:46,ClassOf2023|WakeHealth22|Student
6017,,,,,650,650,0,9/27/2021 15:17,1/22/2022 19:39,ClassOf2023|WakeHealth22|Student
6018,,,,,500,500,0,9/27/2021 17:50,3/18/2022 16:01,GraduateStudent|WakeHealth22|Student
6019,,,,,450,450,0,9/27/2021 17:53,1/22/2022 20:46,GraduateStudent
6020,,,,,1170,1170,0,9/27/2021 19:18,4/16/2022 16:15,ClassOf2022
6021,,,,,350,350,0,9/27/2021 19:29,1/18/2022 21:22,ClassOf2023|WakeHealth22|Student
6022,,,,,350,350,0,9/27/2021 19:49,11/3/2021 19:24,GraduateStudent|Student|WakeHealth22
6023,,,,,750,750,0,9/27/2021 20:23,11/21/2021 19:23,GraduateStudent
6024,,,,,300,300,0,9/27/2021 23:16,10/2/2021 12:13,ClassOf2023
6025,,,,,650,650,0,9/28/2021 9:29,1/22/2022 20:44,ClassOf2023|WakeHealth22|Student
6026,,,,,300,300,0,9/28/2021 11:22,3/25/2022 10:07,ClassOf2025
6027,,,,,350,350,0,9/28/2021 11:50,11/2/2021 15:51,GraduateStudent
6028,12/2/1996,,,,550,550,0,9/28/2021 12:33,12/4/2021 13:31,GraduateStudent|Student|WakeHealth22
6029,,,,,570,570,0,9/28/2021 12:37,6/30/2022 4:57,ClassOf2024|Student|WakeHealth22
6030,,,,,300,300,0,9/28/2021 12:40,10/2/2021 11:45,ClassOf2024|WakeHealth22|Student
6031,,Winston Salem,North Carolina,27101,400,400,0,9/28/2021 14:05,10/28/2021 14:21,ClassOf2024|WakeHealth22|Student
6032,5/23/1994,,,,560,560,0,9/28/2021 14:51,1/2/2022 19:14,ClassOf2024
6033,,,,,300,300,0,9/28/2021 19:02,9/28/2021 19:05,ClassOf2023|WakeHealth22|Student
6034,,,,,1000,1000,0,9/28/2021 19:12,2/10/2022 12:03,ClassOf2024
6035,2/8/2001,,,,400,400,0,9/28/2021 19:21,2/16/2022 19:10,ClassOf2023
6036,,,,,1860,1860,0,9/28/2021 19:21,3/19/2022 15:58,GraduateStudent
6037,,,,,1930,1930,0,9/28/2021 19:39,12/23/2021 23:57,ClassOf2023
6038,,,,,350,350,0,9/28/2021 19:42,1/22/2022 16:44,ClassOf2023|WakeHealth22|Student
6039,,,,,310,310,0,9/28/2021 19:50,4/27/2022 14:03,ClassOf2024
6040,,,,,300,300,0,9/28/2021 19:59,11/8/2021 19:00,GraduateStudent|WakeHealth22|Student
6041,,,,,300,300,0,9/28/2021 20:49,1/18/2022 17:57,ClassOf2023|WakeHealth22|Student
6042,,,,,350,350,0,9/29/2021 9:47,1/22/2022 19:43,GraduateStudent|WakeHealth22|Student
6043,,,,,300,300,0,9/29/2021 11:18,11/13/2021 18:02,ClassOf2022
6044,,,,,320,320,0,9/29/2021 11:23,5/7/2022 20:15,GraduateStudent
6045,,,,,300,300,0,9/29/2021 12:23,10/31/2021 11:48,ClassOf2024|WakeHealth22|Student
6046,10/8/1998,Winston Salem,North Carolina,27106,450,450,0,9/29/2021 12:24,11/13/2021 23:05,GraduateStudent
6047,,Winston Salem,North Carolina,27106,160,2160,2000,9/29/2021 12:51,3/10/2022 16:02,GraduateStudent
6048,,,,,650,650,0,9/29/2021 14:00,12/4/2021 19:13,GraduateStudent
6049,,,,,300,300,0,9/29/2021 14:00,10/2/2021 12:13,GraduateStudent
6050,,,,,300,300,0,9/29/2021 14:02,11/13/2021 4:48,ClassOf2022
6051,,,,,300,300,0,9/29/2021 22:45,9/29/2021 22:46,GraduateStudent|Student|WakeHealth22
6052,,,,,320,320,0,9/30/2021 9:54,4/12/2022 19:11,ClassOf2025|WakeHealth22|Student
6053,,,,,300,300,0,9/30/2021 10:57,1/18/2022 14:44,ClassOf2022
6054,,,,,300,300,0,9/30/2021 12:25,11/15/2021 18:17,GraduateStudent
6055,,,,,310,310,0,9/30/2021 16:24,4/17/2022 13:26,ClassOf2022|WakeHealth22|Student
6056,,,,,350,350,0,9/30/2021 16:53,11/27/2021 20:00,ClassOf2023
6057,,,,,450,450,0,9/30/2021 23:43,11/13/2021 16:09,GraduateStudent|WakeHealth22|Student
6058,,,,,300,300,0,10/1/2021 5:16,11/28/2021 11:14,GraduateStudent
6059,,,,,450,450,0,10/1/2021 8:48,10/30/2021 15:41,GraduateStudent
6060,,,,,500,2500,2000,10/1/2021 9:54,6/20/2022 8:30,GraduateStudent
6061,,,,,300,300,0,10/1/2021 10:03,1/13/2022 16:36,GraduateStudent|WakeHealth22|Student
6062,,,,,300,300,0,10/1/2021 10:08,11/27/2021 17:05,GraduateStudent
6063,,,,,350,350,0,10/1/2021 10:18,11/30/2021 18:41,ClassOf2022|WakeHealth22|Student
6064,,,,,560,560,0,10/1/2021 11:29,4/10/2022 12:14,GraduateStudent
6065,,,,,650,650,0,10/1/2021 12:43,3/18/2022 2:50,GraduateStudent
6066,,,,,350,350,0,10/1/2021 13:56,2/15/2022 21:34,GraduateStudent|Student|WakeHealth22
6067,,,,,350,350,0,10/1/2021 13:57,11/3/2021 19:30,ClassOf2025
6068,,,,,300,300,0,10/1/2021 14:35,11/30/2021 18:23,ClassOf2023
6069,,,,,300,300,0,10/1/2021 15:07,3/16/2022 20:20,ClassOf2022
6070,,,,,1200,1200,0,10/1/2021 15:57,3/16/2022 21:06,GraduateStudent|WakeHealth22|Student
6071,,,,,350,350,0,10/1/2021 16:40,1/12/2022 12:12,ClassOf2025
6072,,,,,350,350,0,10/1/2021 16:50,11/28/2021 21:00,GraduateStudent|WakeHealth22|Student
6073,,,,,350,350,0,10/1/2021 17:51,11/13/2021 20:32,ClassOf2022|Student
